0,relative distance,0,200,17
1,relative distance,0,200,23
2,relative distance,0,200,39
3,relative distance,0,200,44
4,relative distance,0,200,52
5,relative distance,0,200,65
6,relative distance,0,200,75
7,relative distance,0,200,85
8,relative distance,0,200,90
9,relative distance,0,200,108
10,relative distance,0,200,113
11,relative distance,0,200,127
12,relative distance,0,200,137
13,relative distance,0,200,144
14,relative distance,0,200,153
15,relative distance,0,200,162
16,relative distance,0,200,178
17,relative distance,0,200,184
18,relative distance,0,200,196
19,relative distance,0,200,205
20,relative distance,0,200,217
21,relative distance,0,200,220
22,relative distance,0,200,232
23,relative distance,0,200,248
24,relative distance,0,200,253
