0,path model,0,2.0,-2.5,-1.5
1,path model,0,2.0,-2.0,-1.0
2,path model,0,2.0,-1.5,-0.5
3,path model,0,2.0,-1.0,0.0
4,path model,0,2.0,-0.5,0.5
5,path model,0,2.0,0.0,1.0
6,path model,0,2.0,0.5,1.5
7,path model,0,2.0,1.0,2.0
8,path model,0,2.0,1.5,2.5
9,path model,0,2.0,2.0,3.0
