0,relative distance,0,2.0,22
1,relative distance,0,2.0,27
2,relative distance,0,2.0,39
3,relative distance,0,2.0,50
4,relative distance,0,2.0,63
5,relative distance,0,2.0,67
6,relative distance,0,2.0,81
7,relative distance,0,2.0,88
8,relative distance,0,2.0,97
9,relative distance,0,2.0,113
10,relative distance,0,2.0,120
11,relative distance,0,2.0,128
12,relative distance,0,2.0,136
13,relative distance,0,2.0,147
14,relative distance,0,2.0,155
15,relative distance,0,2.0,173
16,relative distance,0,2.0,176
17,relative distance,0,2.0,191
18,relative distance,0,2.0,201
19,relative distance,0,2.0,208
20,relative distance,0,2.0,220
21,relative distance,0,2.0,226
22,relative distance,0,2.0,243
23,relative distance,0,2.0,252
