0,relative distance,0,2.0,20
1,relative distance,0,2.0,34
2,relative distance,0,2.0,36
3,relative distance,0,2.0,49
4,relative distance,0,2.0,64
5,relative distance,0,2.0,68
6,relative distance,0,2.0,84
7,relative distance,0,2.0,88
8,relative distance,0,2.0,97
9,relative distance,0,2.0,109
10,relative distance,0,2.0,115
11,relative distance,0,2.0,133
12,relative distance,0,2.0,141
13,relative distance,0,2.0,148
14,relative distance,0,2.0,164
15,relative distance,0,2.0,165
16,relative distance,0,2.0,183
17,relative distance,0,2.0,194
18,relative distance,0,2.0,196
19,relative distance,0,2.0,212
20,relative distance,0,2.0,217
21,relative distance,0,2.0,227
22,relative distance,0,2.0,236
23,relative distance,0,2.0,246
