0,relative distance,0,2.0,21
1,relative distance,0,2.0,28
2,relative distance,0,2.0,42
3,relative distance,0,2.0,54
4,relative distance,0,2.0,64
5,relative distance,0,2.0,66
6,relative distance,0,2.0,83
7,relative distance,0,2.0,91
8,relative distance,0,2.0,95
9,relative distance,0,2.0,106
10,relative distance,0,2.0,116
11,relative distance,0,2.0,126
12,relative distance,0,2.0,136
13,relative distance,0,2.0,150
14,relative distance,0,2.0,161
15,relative distance,0,2.0,167
16,relative distance,0,2.0,175
17,relative distance,0,2.0,193
18,relative distance,0,2.0,203
19,relative distance,0,2.0,207
20,relative distance,0,2.0,221
21,relative distance,0,2.0,233
22,relative distance,0,2.0,243
23,relative distance,0,2.0,254
