0,relative distance,0,200,13
1,relative distance,0,200,27
2,relative distance,0,200,34
3,relative distance,0,200,43
4,relative distance,0,200,59
5,relative distance,0,200,66
6,relative distance,0,200,73
7,relative distance,0,200,87
8,relative distance,0,200,90
9,relative distance,0,200,103
10,relative distance,0,200,113
11,relative distance,0,200,124
12,relative distance,0,200,134
13,relative distance,0,200,149
14,relative distance,0,200,158
15,relative distance,0,200,165
16,relative distance,0,200,172
17,relative distance,0,200,186
18,relative distance,0,200,197
19,relative distance,0,200,206
20,relative distance,0,200,216
21,relative distance,0,200,226
22,relative distance,0,200,230
23,relative distance,0,200,241
24,relative distance,0,200,252
